"city","city_ascii","lat","lng","country","iso2","iso3","admin_name","capital","population","id"
"Tayynsha","Tayynsha","53.8481","69.7638","Kazakhstan","KZ","KAZ","Soltüstik Qazaqstan","","13148","1398304928"
"Qulan","Qulan","42.9204","72.7050","Kazakhstan","KZ","KAZ","Zhambyl","","13128","1398525079"
"Shu","Shu","43.5953","73.7448","Kazakhstan","KZ","KAZ","Zhambyl","","42439","1398834769"
"Kentau","Kentau","43.5165","68.5199","Kazakhstan","KZ","KAZ","Ongtüstik Qazaqstan","","57408","1398997742"
"Oskemen","Oskemen","49.9900","82.6149","Kazakhstan","KZ","KAZ","Shyghys Qazaqstan","admin","319067","1398371414"
"Aqtau","Aqtau","43.6232","51.2365","Kazakhstan","KZ","KAZ","Mangghystaū","admin","4479","1398046759"
"Taldyqorghan","Taldyqorghan","45.0000","78.4000","Kazakhstan","KZ","KAZ","Almaty","admin","88380","1398112507"
"Astana","Astana","51.1811","71.4278","Kazakhstan","KZ","KAZ","Astana","primary","345604","1398516045"
"Aqtobe","Aqtobe","50.2800","57.1700","Kazakhstan","KZ","KAZ","Aqtöbe","admin","262457","1398602716"
"Kokshetau","Kokshetau","53.3000","69.4200","Kazakhstan","KZ","KAZ","Aqmola","admin","128873","1398375387"
"Petropavlovsk","Petropavlovsk","54.8800","69.2200","Kazakhstan","KZ","KAZ","Soltüstik Qazaqstan","admin","228238","1398252858"
"Pavlodar","Pavlodar","52.3000","76.9500","Kazakhstan","KZ","KAZ","Pavlodar","admin","329002","1398790087"
"Otar","Otar","43.5346","75.2139","Kazakhstan","KZ","KAZ","Zhambyl","","11238","1398243169"
"Almaty","Almaty","43.3250","76.9150","Kazakhstan","KZ","KAZ","Almaty","admin","1209000","1398351701"
"Bestobe","Bestobe","52.4997","73.0997","Kazakhstan","KZ","KAZ","Aqmola","","7189","1398545422"
"Arys","Arys","42.4369","68.8048","Kazakhstan","KZ","KAZ","Ongtüstik Qazaqstan","","42648","1398483570"
"Lenger","Lenger","42.1899","69.8799","Kazakhstan","KZ","KAZ","Ongtüstik Qazaqstan","","23058","1398031838"
"Aqsu","Aqsu","52.4502","71.9597","Kazakhstan","KZ","KAZ","Aqmola","","8543","1398268556"
"Temirtau","Temirtau","50.0650","72.9650","Kazakhstan","KZ","KAZ","Qaraghandy","","170600","1398081646"
"Makinsk","Makinsk","52.6404","70.4100","Kazakhstan","KZ","KAZ","Aqmola","","23020","1398733675"
"Osakarovka","Osakarovka","50.5799","72.5699","Kazakhstan","KZ","KAZ","Qaraghandy","","7305","1398243007"
"Qarqaraly","Qarqaraly","49.4249","75.4649","Kazakhstan","KZ","KAZ","Qaraghandy","","8195","1398407379"
"Ekibastuz","Ekibastuz","51.7300","75.3199","Kazakhstan","KZ","KAZ","Pavlodar","","127868","1398583266"
"Zyryanovsk","Zyryanovsk","49.7453","84.2548","Kazakhstan","KZ","KAZ","Shyghys Qazaqstan","","49658","1398361284"
"Komsomolets","Komsomolets","53.7506","62.0502","Kazakhstan","KZ","KAZ","Qostanay","","9838","1398254114"
"Baykonur","Baykonur","45.6914","63.2413","Kazakhstan","KZ","KAZ","Qyzylorda","","36175","1398535530"
"Erymentau","Erymentau","51.6303","73.1049","Kazakhstan","KZ","KAZ","Aqmola","","25141","1398103059"
"Qarazhal","Qarazhal","48.0253","70.7999","Kazakhstan","KZ","KAZ","Qaraghandy","","22170","1398149188"
"Tobol","Tobol","52.6980","62.5749","Kazakhstan","KZ","KAZ","Qostanay","","7155","1398858827"
"Shar","Shar","49.6003","81.0549","Kazakhstan","KZ","KAZ","Shyghys Qazaqstan","","9087","1398393299"
"Semey","Semey","50.4350","80.2750","Kazakhstan","KZ","KAZ","Shyghys Qazaqstan","","311353","1398405657"
"Boralday","Boralday","43.3341","76.8288","Kazakhstan","KZ","KAZ","Almaty","","20996","1398737190"
"Zhetiqara","Zhetiqara","52.1930","61.2399","Kazakhstan","KZ","KAZ","Qostanay","","46740","1398276170"
"Aqadyr","Aqadyr","48.2749","72.8599","Kazakhstan","KZ","KAZ","Qaraghandy","","9710","1398472084"
"Zharkent","Zharkent","44.1616","79.9801","Kazakhstan","KZ","KAZ","Almaty","","36496","1398507500"
"Qulsary","Qulsary","46.9833","54.0165","Kazakhstan","KZ","KAZ","Atyraū","","37103","1398141603"
"Balyqshy","Balyqshy","47.0666","51.8666","Kazakhstan","KZ","KAZ","Atyraū","","31624","1398354265"
"Atyrau","Atyrau","47.1127","51.9200","Kazakhstan","KZ","KAZ","Atyraū","admin","182753","1398169063"
"Xiangkhoang","Xiangkhoang","19.3337","103.3666","Laos","LA","LAO","Xiangkhouang","","5189","1418829021"
"Muang Phônsavan","Muang Phonsavan","19.4500","103.2167","Laos","LA","LAO","Xiangkhouang","admin","","1418378289"
"Vientiane","Vientiane","17.9667","102.6000","Laos","LA","LAO","Viangchan","primary","754000","1418732714"
"Ban Houayxay","Ban Houayxay","20.2775","100.4128","Laos","LA","LAO","Bokèo","admin","6347","1418944950"
"Muang Phôn-Hông","Muang Phon-Hong","18.4957","102.4142","Laos","LA","LAO","Viangchan","admin","","1418592644"
"Louang Namtha","Louang Namtha","20.9500","101.4167","Laos","LA","LAO","Louangnamtha","admin","3225","1418920136"
"Phongsali","Phongsali","21.6833","102.1000","Laos","LA","LAO","Phôngsali","admin","6000","1418524729"
"Thakhek","Thakhek","17.4112","104.8361","Laos","LA","LAO","Khammouan","admin","76928","1418367677"
"Muang Pakxan","Muang Pakxan","18.3826","103.6586","Laos","LA","LAO","Bolikhamxai","admin","","1418088090"
"Louangphrabang","Louangphrabang","19.8845","102.1416","Laos","LA","LAO","Louangphabang","admin","107142","1418530759"
"Xaignabouri","Xaignabouri","19.2505","101.7501","Laos","LA","LAO","Xaignabouli","admin","16200","1418760593"
"Savannakhet","Savannakhet","16.5376","104.7730","Laos","LA","LAO","Savannakhét","admin","84898","1418179232"
"Lamam","Lamam","15.4171","106.6946","Laos","LA","LAO","Xékong","admin","","1418159582"
"Pakxe","Pakxe","15.1221","105.8183","Laos","LA","LAO","Champasak","admin","102775","1418863956"
"Attapu","Attapu","14.8080","106.8390","Laos","LA","LAO","Attapu","admin","4297","1418894454"
"Xam Nua","Xam Nua","20.4167","104.0333","Laos","LA","LAO","Houaphan","admin","38992","1418975079"
"Muang Xai","Muang Xai","20.6923","101.9847","Laos","LA","LAO","Oudômxai","admin","","1418805827"
"Saravan","Saravan","15.7160","106.4270","Laos","LA","LAO","Salavan","","5521","1418448631"
"Champasak","Champasak","14.8833","105.8667","Laos","LA","LAO","Champasak","","12994","1418902447"
"Beirut","Beirut","33.8720","35.5097","Lebanon","LB","LBN","Beyrouth","primary","1846000","1422847713"
"Zahlé","Zahle","33.8501","35.9042","Lebanon","LB","LBN","Béqaa","admin","78145","1422031285"
"Baalbek","Baalbek","34.0058","36.2181","Lebanon","LB","LBN","Baalbek-Hermel","admin","","1422694451"
"B'abda","B'abda","33.8333","35.5333","Lebanon","LB","LBN","Mont-Liban","admin","9000","1422639397"
"Halba","Halba","34.5428","36.0797","Lebanon","LB","LBN","Aakkâr","admin","","1422962727"
"Saida","Saida","33.5630","35.3688","Lebanon","LB","LBN","Liban-Sud","admin","173894","1422897920"
"Nabatiye et Tahta","Nabatiye et Tahta","33.3833","35.4500","Lebanon","LB","LBN","Nabatîyé","admin","80000","1422269278"
"Trablous","Trablous","34.4200","35.8700","Lebanon","LB","LBN","Liban-Nord","admin","530000","1422886065"
"Castries","Castries","14.0020","-61.0000","Saint Lucia","LC","LCA","Castries","primary","37963","1662922505"
"Gamprin","Gamprin","47.2197","9.5113","Liechtenstein","LI","LIE","Gamprin","admin","","1438568521"
"Triesenberg","Triesenberg","47.1182","9.5444","Liechtenstein","LI","LIE","Triesenberg","admin","","1438813592"
"Schaan","Schaan","47.1661","9.5096","Liechtenstein","LI","LIE","Schaan","admin","","1438982330"
"Ruggell","Ruggell","47.2408","9.5247","Liechtenstein","LI","LIE","Ruggell","admin","","1438787609"
"Mauren","Mauren","47.2205","9.5426","Liechtenstein","LI","LIE","Mauren","admin","","1438767966"
"Eschen","Eschen","47.2109","9.5216","Liechtenstein","LI","LIE","Eschen","admin","","1438692471"
"Triesen","Triesen","47.1101","9.5240","Liechtenstein","LI","LIE","Triesen","admin","","1438826448"
"Balzers","Balzers","47.0667","9.5025","Liechtenstein","LI","LIE","Balzers","admin","","1438263000"
"Vaduz","Vaduz","47.1337","9.5167","Liechtenstein","LI","LIE","Vaduz","primary","36281","1438317747"
"Planken","Planken","47.1844","9.5436","Liechtenstein","LI","LIE","Planken","admin","","1438419168"
"Schellenberg","Schellenberg","47.2325","9.5463","Liechtenstein","LI","LIE","Schellenberg","admin","","1438649917"
"Colombo","Colombo","6.9320","79.8578","Sri Lanka","LK","LKA","Western","primary","217000","1144251314"
"Ratnapura","Ratnapura","6.6930","80.3860","Sri Lanka","LK","LKA","Sabaragamuwa","","47832","1144739208"
"Matara","Matara","5.9490","80.5428","Sri Lanka","LK","LKA","Southern","","68244","1144127163"
"Sri Jawewardenepura Kotte","Sri Jawewardenepura Kotte","6.9000","79.9500","Sri Lanka","LK","LKA","Western","primary","115826","1144239330"
"Moratuwa","Moratuwa","6.7804","79.8800","Sri Lanka","LK","LKA","Western","","200000","1144324309"
"Anuradhapura","Anuradhapura","8.3500","80.3833","Sri Lanka","LK","LKA","North Central","","118302","1144764835"
"Galle","Galle","6.0300","80.2400","Sri Lanka","LK","LKA","Southern","","99478","1144191486"
"Puttalan","Puttalan","8.0330","79.8260","Sri Lanka","LK","LKA","North Western","","45661","1144219740"
"Kandy","Kandy","7.2800","80.6700","Sri Lanka","LK","LKA","Central","","111701","1144308408"
"Badulla","Badulla","6.9837","81.0499","Sri Lanka","LK","LKA","Uva","","47587","1144962750"
"Trincomalee","Trincomalee","8.5690","81.2330","Sri Lanka","LK","LKA","Eastern","","108420","1144417074"
"Kilinochchi","Kilinochchi","9.4004","80.3999","Sri Lanka","LK","LKA","Northern","","103717","1144468936"
"Batticaloa","Batticaloa","7.7170","81.7000","Sri Lanka","LK","LKA","Eastern","","129222","1144464659"
"Jaffna","Jaffna","9.6750","80.0050","Sri Lanka","LK","LKA","Northern","","250000","1144005506"
"Bopolu","Bopolu","7.0667","-10.4875","Liberia","LR","LBR","Gbarpolu","admin","","1430414456"
"Voinjama","Voinjama","8.4167","-9.7500","Liberia","LR","LBR","Lofa","admin","26594","1430858471"
"Robertsport","Robertsport","6.7533","-11.3686","Liberia","LR","LBR","Grand Cape Mount","admin","11969","1430885010"
"Buchanan","Buchanan","5.9161","-10.0525","Liberia","LR","LBR","Grand Bassa","","48315","1430177860"
"Monrovia","Monrovia","6.3106","-10.8048","Liberia","LR","LBR","Montserrado","primary","1041000","1430477826"
"Tubmanburg","Tubmanburg","6.8706","-10.8211","Liberia","LR","LBR","Bomi","admin","","1430503114"
"Buchanan","Buchanan","5.8811","-10.0447","Liberia","LR","LBR","Grand Bassa","admin","","1430478203"
"Zwedru","Zwedru","6.0704","-8.1300","Liberia","LR","LBR","Grand Gedeh","admin","25678","1430130578"
"Barclayville","Barclayville","4.8000","-8.1667","Liberia","LR","LBR","Grand Kru","admin","2733","1430129873"
"Rivercess","Rivercess","5.4650","-9.5780","Liberia","LR","LBR","River Cess","admin","2578","1430708587"
"Fish Town","Fish Town","5.1974","-7.8758","Liberia","LR","LBR","River Gee","admin","","1430204172"
"Gbarnga","Gbarnga","7.0104","-9.4900","Liberia","LR","LBR","Bong","admin","45835","1430269323"
"Kakata","Kakata","6.5260","-10.3490","Liberia","LR","LBR","Margibi","admin","33945","1430656307"
"Sanniquellie","Sanniquellie","7.3710","-8.6850","Liberia","LR","LBR","Nimba","admin","11415","1430949102"
"Greenville","Greenville","5.0111","-9.0388","Liberia","LR","LBR","Sinoe","admin","10374","1430362799"
"Bensonville","Bensonville","6.4333","-10.6000","Liberia","LR","LBR","Montserrado","admin","4089","1430964557"
"Harper","Harper","4.3754","-7.7170","Liberia","LR","LBR","Maryland","admin","32661","1430540258"
"Maseru","Maseru","-29.3167","27.4833","Lesotho","LS","LSO","Maseru","primary","361324","1426977668"
"Mokhotlong","Mokhotlong","-29.2910","29.0780","Lesotho","LS","LSO","Mokhotlong","admin","8809","1426785819"
"Thaba-Tseka","Thaba-Tseka","-29.5220","28.6084","Lesotho","LS","LSO","Thaba-Tseka","admin","","1426611266"
"Moyeni","Moyeni","-30.4110","27.7160","Lesotho","LS","LSO","Quthing","admin","24130","1426618526"
"Qacha’s Nek","Qacha's Nek","-30.1154","28.6894","Lesotho","LS","LSO","Qacha’s Nek","admin","","1426361264"
"Mafetang","Mafetang","-29.8166","27.2500","Lesotho","LS","LSO","Mafeteng","admin","57059","1426506047"
"Hlotse","Hlotse","-28.8780","28.0560","Lesotho","LS","LSO","Leribe","admin","47675","1426721246"
"Teyateyaneng","Teyateyaneng","-29.1530","27.7530","Lesotho","LS","LSO","Berea","admin","5115","1426159118"
"Mohales Hoek","Mohales Hoek","-30.1590","27.4800","Lesotho","LS","LSO","Mohale’s Hoek","admin","24992","1426343192"
"Butha-Buthe","Butha-Buthe","-28.7500","28.2500","Lesotho","LS","LSO","Butha-Buthe","admin","16330","1426574356"
"Klaipėda","Klaipeda","55.7204","21.1199","Lithuania","LT","LTU","Klaipėdos Miestas","admin","192307","1440897790"
"Palanga","Palanga","55.9203","21.0710","Lithuania","LT","LTU","Palangos Miestas","admin","","1440868798"
"Nida","Nida","55.3086","20.9965","Lithuania","LT","LTU","Neringa","admin","","1440271703"
"Kretinga","Kretinga","55.8888","21.2445","Lithuania","LT","LTU","Kretinga","admin","","1440720895"
"Tauragė","Taurage","55.2522","22.2897","Lithuania","LT","LTU","Tauragė","admin","","1440115384"
"Šilutė","Silute","55.3453","21.4733","Lithuania","LT","LTU","Šilutė","admin","","1440568024"
"Rietavas","Rietavas","55.7271","21.9234","Lithuania","LT","LTU","Rietavo","admin","","1440780088"
"Plungė","Plunge","55.9077","21.8456","Lithuania","LT","LTU","Plungė","admin","","1440542185"
"Šilalė","Silale","55.4898","22.1869","Lithuania","LT","LTU","Šilalė","admin","","1440106904"
"Visaginas","Visaginas","55.5968","26.4398","Lithuania","LT","LTU","Visaginas","admin","","1440984232"
"Zarasai","Zarasai","55.7322","26.2512","Lithuania","LT","LTU","Zarasai","admin","","1440450872"
"Ignalina","Ignalina","55.3406","26.1605","Lithuania","LT","LTU","Ignalina","admin","","1440789779"
"Utena","Utena","55.4976","25.5992","Lithuania","LT","LTU","Utena","admin","","1440298742"
"Švenčionys","Svencionys","55.1330","26.1595","Lithuania","LT","LTU","Švenčionys","admin","","1440170338"
"Rokiškis","Rokiskis","55.9587","25.5947","Lithuania","LT","LTU","Rokiškis","admin","","1440918695"
"Molėtai","Moletai","55.2247","25.4169","Lithuania","LT","LTU","Molėtai","admin","","1440110307"
"Šalčininkai","Salcininkai","54.3086","25.3868","Lithuania","LT","LTU","Šalčininkai","admin","","1440401402"
"Vilnius","Vilnius","54.6834","25.3166","Lithuania","LT","LTU","Vilniaus Miestas","primary","542366","1440887149"
"Kupiškis","Kupiskis","55.8401","24.9803","Lithuania","LT","LTU","Kupiškis","admin","","1440122297"
"Trakai","Trakai","54.6399","24.9360","Lithuania","LT","LTU","Trakai","admin","","1440324561"
"Biržai","Birzai","56.1986","24.7521","Lithuania","LT","LTU","Biržai","admin","","1440132489"
"Anykščiai","Anyksciai","55.5246","25.1066","Lithuania","LT","LTU","Anykščiai","admin","","1440174702"
"Telšiai","Telsiai","55.9831","22.2343","Lithuania","LT","LTU","Telšiai","admin","","1440908000"
"Kelmė","Kelme","55.6301","22.9349","Lithuania","LT","LTU","Kelmė","admin","","1440476751"
"Marijampolė","Marijampole","54.5599","23.3541","Lithuania","LT","LTU","Marijampolė","admin","","1440180524"
"Lazdijai","Lazdijai","54.2333","23.5147","Lithuania","LT","LTU","Lazdijai","admin","","1440584882"
"Šakiai","Sakiai","54.9534","23.0478","Lithuania","LT","LTU","Šakiai","admin","","1440362808"
"Radviliškis","Radviliskis","55.8111","23.5411","Lithuania","LT","LTU","Radviliškis","admin","","1440712589"
"Šiauliai","Siauliai","55.9386","23.3250","Lithuania","LT","LTU","Šiaulių Miestas","admin","133528","1440593416"
"Birštonas","Birstonas","54.6048","24.0311","Lithuania","LT","LTU","Birštono","admin","","1440134144"
"Druskininkai","Druskininkai","54.0157","23.9870","Lithuania","LT","LTU","Druskininkai","admin","","1440489111"
"Kėdainiai","Kedainiai","55.2878","23.9727","Lithuania","LT","LTU","Kėdainiai","admin","","1440351434"
"Alytus","Alytus","54.3964","24.0414","Lithuania","LT","LTU","Alytaus Miestas","admin","","1440273296"
"Prienai","Prienai","54.6360","23.9458","Lithuania","LT","LTU","Prienai","admin","","1440412268"
"Elektrėnai","Elektrenai","54.7863","24.6626","Lithuania","LT","LTU","Elektrénai","admin","","1440272776"
"Kaunas","Kaunas","54.9504","23.8800","Lithuania","LT","LTU","Kauno Miestas","admin","374643","1440302852"
"Jonava","Jonava","55.0801","24.2754","Lithuania","LT","LTU","Jonava","admin","","1440040612"
"Kaišiadorys","Kaisiadorys","54.8653","24.4682","Lithuania","LT","LTU","Kaišiadorys","admin","","1440257941"
"Panevežys","Panevezys","55.7400","24.3700","Lithuania","LT","LTU","Panevėžio Miestas","admin","127405","1440120065"
"Joniškis","Joniskis","56.2394","23.6154","Lithuania","LT","LTU","Joniškis","admin","","1440592411"
"Kazlų Rūda","Kazlu Ruda","54.7497","23.4950","Lithuania","LT","LTU","Kazlų Rūdos","admin","","1440371651"
"Vilkaviškis","Vilkaviskis","54.6480","23.0305","Lithuania","LT","LTU","Vilkaviškis","admin","","1440557692"
"Pasvalys","Pasvalys","56.0625","24.3997","Lithuania","LT","LTU","Pasvalys","admin","","1440957197"
"Pakruojis","Pakruojis","55.9789","23.8551","Lithuania","LT","LTU","Pakruojis","admin","","1440570493"
"Raseiniai","Raseiniai","55.3797","23.1239","Lithuania","LT","LTU","Raseiniai","admin","","1440481520"
"Pagėgiai","Pagegiai","55.1379","21.9138","Lithuania","LT","LTU","Pagégiai","admin","","1440724133"
"Jurbarkas","Jurbarkas","55.0756","22.7642","Lithuania","LT","LTU","Jurbarkas","admin","","1440845969"
"Kalvarija","Kalvarija","54.4172","23.2283","Lithuania","LT","LTU","Kalvarijos","admin","","1440799248"
"Širvintos","Sirvintos","55.0440","24.9545","Lithuania","LT","LTU","Širvintos","admin","","1440054141"
"Skuodas","Skuodas","56.2706","21.5321","Lithuania","LT","LTU","Skuodas","admin","","1440264405"
"Mažeikiai","Mazeikiai","56.3122","22.3265","Lithuania","LT","LTU","Mažeikiai","admin","","1440746512"
"Akmenė","Akmene","56.2500","22.7500","Lithuania","LT","LTU","Akmenė","admin","","1440240618"
"Ukmergė","Ukmerge","55.2494","24.7636","Lithuania","LT","LTU","Ukmergė","admin","","1440784663"
"Varėna","Varena","54.2155","24.5754","Lithuania","LT","LTU","Varėna","admin","","1440933251"
"Capellen","Capellen","49.6450","5.9908","Luxembourg","LU","LUX","Capellen","admin","","1442533571"
"Esch-sur-Alzette","Esch-sur-Alzette","49.4958","5.9806","Luxembourg","LU","LUX","Esch-sur-Alzette","admin","","1442192663"
"Remich","Remich","49.5450","6.3669","Luxembourg","LU","LUX","Remich","admin","","1442971283"
"Echternach","Echternach","49.8056","6.4222","Luxembourg","LU","LUX","Echternach","admin","","1442794725"
"Mersch","Mersch","49.7489","6.1061","Luxembourg","LU","LUX","Mersch","admin","","1442283324"
"Redange-sur-Attert","Redange-sur-Attert","49.7656","5.8908","Luxembourg","LU","LUX","Redange","admin","","1442099691"
"Vianden","Vianden","49.9350","6.2089","Luxembourg","LU","LUX","Vianden","admin","","1442979391"
"Wiltz","Wiltz","49.9689","5.9319","Luxembourg","LU","LUX","Wiltz","admin","","1442345477"
"Clervaux","Clervaux","50.0547","6.0314","Luxembourg","LU","LUX","Clervaux","admin","","1442118762"
"Diekirch","Diekirch","49.8833","6.1667","Luxembourg","LU","LUX","Diekirch","admin","6242","1442382721"
"Grevenmacher","Grevenmacher","49.7000","6.3333","Luxembourg","LU","LUX","Grevenmacher","admin","3958","1442392954"
"Luxembourg","Luxembourg","49.6117","6.1300","Luxembourg","LU","LUX","Luxembourg","primary","107260","1442262731"
"Skrunda","Skrunda","56.6833","22.0167","Latvia","LV","LVA","Skrundas Novads","admin","","1428371210"
"Daugavpils","Daugavpils","55.8800","26.5100","Latvia","LV","LVA","Daugavpils Novads","admin","111564","1428924928"
"Jēkabpils","Jekabpils","56.4833","25.8500","Latvia","LV","LVA","Jēkabpils Novads","admin","","1428885452"
